Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2012,W,COMM,374,,205,APPL FIN MRKT,"Pflueger, Carolin",36,78.56,4.88,87,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,12,5,0
UBC,2012,W,COMM,374,,206,APPL FIN MRKT,"Pflueger, Carolin",40,81.43,4.8,91,73,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,9,2
UBC,2013,W,COMM,374,,201,APPL FIN MRKT,"Pflueger, Carolin",40,78.95,5.34,89,67,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,11,16,4,0
UBC,2013,W,COMM,374,,202,APPL FIN MRKT,"Pflueger, Carolin",41,80.68,4.33,91,73,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,9,1
UBC,2014,W,COMM,374,,201,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",46,77.84,8.46,86,31,44,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,7,8,22,4,0
UBC,2014,W,COMM,374,,202,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",44,76.73,12.28,88,26,42,2,0,0,0,0,0,1,0,1,2,1,0,1,3,2,4,2,20,9,0
UBC,2014,W,COMM,374,,203,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",43,77.98,10.48,88,21,42,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,6,7,19,7,0
UBC,2014,W,COMM,374,,204,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",46,78.87,5.57,91,63,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,6,12,17,4,2
UBC,2014,W,COMM,674,,001,ADV TPC EMP AS P,"Fisher, Adlai;Pflueger, Carolin",15,83.47,1.36,85,82,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0
UBC,2015,W,COMM,374,,201,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",38,79.34,5.8,90,62,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,6,18,4,1
UBC,2015,W,COMM,374,,202,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",40,80,4.58,91,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,14,7,1
UBC,2015,W,COMM,374,,203,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",40,80.08,4.88,91,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,14,8,1
UBC,2015,W,COMM,374,,204,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",40,79.24,7.11,94,60,38,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,5,8,11,6,3
UBC,2015,W,COMM,374,,205,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",40,78.08,6.63,91,60,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,7,11,7,1
UBC,2015,W,COMM,374,,206,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",39,74.31,7.69,89,52,39,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,14,6,4,5,0
UBC,2016,W,COMM,374,,201,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",39,79.87,5.4,92,66,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,8,17,5,2
UBC,2016,W,COMM,374,,202,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",37,79.08,6.77,94,57,37,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,8,13,4,3
UBC,2016,W,COMM,374,,203,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",37,79.86,5.32,94,70,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,15,2,3
UBC,2016,W,COMM,374,,204,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",39,77.87,4.99,91,67,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,6,14,3,1
UBC,2016,W,COMM,374,,205,APPL FIN MRKT,"Favilukis, Jack;Pflueger, Carolin",38,79.49,4.32,90,71,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,16,3,1
UBC,2016,W,COMM,674,,001,ADV TPC EMP AS P,"Fisher, Adlai;Pflueger, Carolin",17,84.76,6.02,92,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,5
