Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,WRDS,150,A,362,Writing and Research in the Disciplines,Rohan Karpe;Sara Qureshi,26,74.461538462,8.668244432,90.0,54.0,0,1,1,0,3,4,5,5,5,1,1
UBCV,2020,W,WRDS,150,B,814,Writing and Research in the Disciplines,Rohan Karpe;Sara Qureshi,27,74.037037037,19.401588915,95.0,0.0,2,0,1,2,2,1,2,5,6,3,3
UBCV,2020,W,WRDS,150,B,844,Writing and Research in the Disciplines,Rohan Karpe;Sara Qureshi,29,80.75862069,10.030863702,95.0,39.0,1,0,0,0,0,2,2,2,13,7,2
UBCV,2021,S,WRDS,150,A,006,Writing and Research in the Disciplines,Sara Qureshi;William Green,28,67.5,14.43375673,88.0,18.0,2,1,1,5,2,5,5,3,0,4,0
UBCV,2021,S,WRDS,150,B,501,Writing and Research in the Disciplines,Rohan Karpe;Sara Qureshi,30,77.266666667,5.692907465,87.0,65.0,0,0,0,0,2,2,7,7,10,2,0
UBCV,2021,S,WRDS,150,B,565,Writing and Research in the Disciplines,Rohan Karpe;Sara Qureshi,29,74.137931034,9.583185192,85.0,48.0,1,1,0,2,2,4,2,7,9,1,0
UBCV,2021,W,WRDS,150,B,742,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,28,71.357142857,7.723050087,83.0,50.0,0,1,2,0,3,2,11,6,3,0,0
UBCV,2021,W,WRDS,150,B,761,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,27,72.962962963,5.367147083,88.0,60.0,0,0,0,1,1,8,9,6,1,1,0
UBCV,2021,W,WRDS,150,B,921,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,28,72.535714286,11.647546691,83.0,18.0,1,0,0,1,0,5,8,8,5,0,0
UBCV,2021,W,WRDS,150,B,932,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,28,74.821428571,8.432975712,82.0,38.0,1,0,0,0,1,2,6,9,9,0,0
UBCV,2021,W,WRDS,150,B,941,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,28,70.142857143,17.141490245,81.0,3.0,2,0,0,1,1,2,9,9,4,0,0
UBCV,2021,W,WRDS,150,B,951,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,29,73.517241379,8.135551126,81.0,45.0,1,1,0,0,3,2,7,8,7,0,0
UBCV,2021,W,WRDS,150,B,FY3,Writing and Research in the Disciplines,Jennifer Gagnon;Sara Qureshi,25,68.08,22.045256481,81.0,0.0,3,0,0,0,2,2,4,8,6,0,0
