Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,WRDS,150,A,101,Writing and Research in the Disciplines,Amanda Lim;Kathleen Fitzpatrick,27,74.555555556,10.97316073,91.0,54.0,0,1,2,1,4,3,2,2,4,7,1
UBCV,2020,W,WRDS,150,A,162,Writing and Research in the Disciplines,Amanda Lim;Kathleen Fitzpatrick,30,75.8,8.563756829,88.0,60.0,0,0,0,4,3,1,6,4,5,7,0
UBCV,2020,W,WRDS,150,A,353,Writing and Research in the Disciplines,Amanda Lim;Kathleen Fitzpatrick,30,67.166666667,21.056710509,88.0,0.0,3,0,3,2,4,4,3,4,2,5,0
UBCV,2020,W,WRDS,150,B,711,Writing and Research in the Disciplines,Amanda Lim;Rebecca Suzanne Carruthers Den Hoed,28,73.321428571,8.481149343,89.0,56.0,0,0,3,1,2,8,1,4,7,2,0
UBCV,2020,W,WRDS,150,B,723,Writing and Research in the Disciplines,Amanda Lim;Rebecca Suzanne Carruthers Den Hoed,26,74.615384615,9.76146269,87.0,37.0,1,0,0,1,0,4,5,8,5,2,0
UBCV,2020,W,WRDS,150,B,912,Writing and Research in the Disciplines,Amanda Lim;Rebecca Suzanne Carruthers Den Hoed,28,65.857142857,16.617069059,83.0,0.0,3,1,2,0,7,1,6,6,2,0,0
UBCV,2020,W,WRDS,150,B,923,Writing and Research in the Disciplines,Amanda Lim;Rebecca Suzanne Carruthers Den Hoed,28,71.392857143,9.21488042,83.0,44.0,1,1,1,3,2,2,5,11,2,0,0
UBCV,2020,W,WRDS,150,B,932,Writing and Research in the Disciplines,Amanda Lim;Rebecca Suzanne Carruthers Den Hoed,29,76.24137931,4.649540472,90.0,63.0,0,0,0,1,0,0,13,11,3,0,1
UBCV,2021,S,WRDS,150,A,001,Writing and Research in the Disciplines,Amanda Lim;Kathleen Fitzpatrick,29,72.482758621,18.770456821,92.0,0.0,2,0,1,3,1,2,6,2,7,2,3
UBCV,2021,S,WRDS,150,B,522,Writing and Research in the Disciplines,Amanda Lim;Mi-Young Kim,30,74.466666667,6.816477669,87.0,64.0,0,0,0,0,6,6,3,6,7,2,0
