Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,WRDS,150,A,201,Writing and Research in the Disciplines,Dylan Cree;Yvonne Nguyen,30,72.866666667,10.338189441,92.0,53.0,0,1,2,2,3,5,7,0,4,5,1
UBCV,2020,W,WRDS,150,A,251,Writing and Research in the Disciplines,Michael Schandorf;Yvonne Nguyen,27,83.111111111,22.493303847,99.0,19.0,3,1,0,0,0,1,1,0,2,1,18
UBCV,2020,W,WRDS,150,A,411,Writing and Research in the Disciplines,Michael Schandorf;Yvonne Nguyen,25,83.52,20.526649345,98.0,19.0,2,0,0,0,0,1,2,1,1,4,14
UBCV,2020,W,WRDS,150,B,724,Writing and Research in the Disciplines,Dylan Cree;Yvonne Nguyen,15,72.6,11.921169645,87.0,53.0,0,2,0,2,1,1,2,1,3,3,0
UBCV,2020,W,WRDS,150,B,733,Writing and Research in the Disciplines,Dylan Cree;Yvonne Nguyen,20,73.5,17.715589329,91.0,4.0,1,0,0,0,1,3,3,4,5,2,1
UBCV,2020,W,WRDS,150,B,911,Writing and Research in the Disciplines,Dylan Cree;Yvonne Nguyen,16,77.3125,8.243937166,92.0,61.0,0,0,0,2,0,1,1,5,4,2,1
UBCV,2020,W,WRDS,150,B,922,Writing and Research in the Disciplines,Dylan Cree;Yvonne Nguyen,15,76.133333333,10.183085883,88.0,50.0,0,1,0,0,2,1,0,4,4,3,0
UBCV,2020,W,WRDS,150,B,933,Writing and Research in the Disciplines,Dylan Cree;Yvonne Nguyen,21,71.476190476,22.324020802,92.0,0.0,2,0,1,1,0,2,2,4,4,2,3
UBCV,2021,S,WRDS,150,B,500,Writing and Research in the Disciplines,Connor Byrne;Yvonne Nguyen,30,80.033333333,5.933443109,91.0,67.0,0,0,0,0,1,2,2,10,7,7,1
UBCV,2021,S,WRDS,150,B,513,Writing and Research in the Disciplines,Tara Lee;Yvonne Nguyen,30,78.4,6.327825796,91.0,68.0,0,0,0,0,0,3,9,5,7,4,2
UBCV,2021,S,WRDS,150,B,562,Writing and Research in the Disciplines,Michael Schandorf;Yvonne Nguyen,29,85.793103448,19.970298142,99.0,19.0,2,0,0,0,0,0,3,1,2,2,19
UBCV,2021,S,WRDS,150,B,563,Writing and Research in the Disciplines,Michael Schandorf;Yvonne Nguyen,27,81.037037037,22.970686138,99.0,18.0,3,0,0,0,0,1,3,0,2,5,13
UBCV,2021,W,WRDS,150,A,301,Writing and Research in the Disciplines,Connor Byrne;Yvonne Nguyen,29,62.517241379,22.044793181,82.0,0.0,5,1,1,1,1,6,8,3,3,0,0
UBCV,2021,W,WRDS,150,B,713,Writing and Research in the Disciplines,Michael Schandorf;Yvonne Nguyen,29,77.413793103,20.675239231,100.0,20.0,2,0,1,4,1,2,0,2,3,2,12
UBCV,2021,W,WRDS,150,B,811,Writing and Research in the Disciplines,Connor Byrne;Yvonne Nguyen,26,74.653846154,15.283827551,93.0,16.0,1,0,0,2,3,4,3,2,4,4,3
