Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2020,W,WRDS,150,B,801,Writing and Research in the Disciplines,Samantha Belhumeur;Susan Blake,29,77.310344828,7.156931946,85.0,56.0,0,0,2,0,1,1,1,12,9,3,0
UBCV,2020,W,WRDS,150,B,811,Writing and Research in the Disciplines,Samantha Belhumeur;Susan Blake,28,76.214285714,15.680507226,87.0,0.0,1,0,0,1,0,0,3,9,11,3,0
UBCV,2020,W,WRDS,150,B,831,Writing and Research in the Disciplines,Samantha Belhumeur;Susan Blake,28,72.642857143,20.403729299,83.0,1.0,2,0,0,0,1,1,5,8,11,0,0
UBCV,2020,W,WRDS,150,B,851,Writing and Research in the Disciplines,Samantha Belhumeur;Susan Blake,25,81.76,5.238320341,90.0,66.0,0,0,0,0,2,0,0,2,16,4,1
UBCV,2021,S,WRDS,150,B,511,Writing and Research in the Disciplines,Jonathan Otto;Samantha Belhumeur,29,79.965517241,5.493390565,87.0,63.0,0,0,0,1,0,1,3,4,15,5,0
UBCV,2021,S,WRDS,150,B,520,Writing and Research in the Disciplines,Samantha Belhumeur;Susan Blake,29,79.103448276,8.448773485,91.0,61.0,0,0,0,2,1,1,7,3,7,3,5
UBCV,2021,S,WRDS,150,B,551,Writing and Research in the Disciplines,Kin Wai Dennis Foung;Samantha Belhumeur,25,76.68,9.035670054,89.0,55.0,0,0,2,0,3,2,1,7,5,5,0
UBCV,2021,S,WRDS,150,B,564,Writing and Research in the Disciplines,Mary Ann Saunders;Samantha Belhumeur,27,75.481481481,8.363705336,88.0,58.0,0,0,2,2,1,2,2,9,5,4,0
UBCV,2021,W,WRDS,150,B,601,Writing and Research in the Disciplines,Jonathan Otto;Samantha Belhumeur,29,65.793103448,18.41656729,85.0,6.0,3,2,1,2,2,4,5,6,3,1,0
UBCV,2021,W,WRDS,150,B,613,Writing and Research in the Disciplines,Jonathan Otto;Samantha Belhumeur,28,75.571428571,6.994328768,86.0,59.0,0,0,1,1,3,4,1,6,11,1,0
UBCV,2021,W,WRDS,150,B,671,Writing and Research in the Disciplines,Jonathan Otto;Samantha Belhumeur,30,78.133333333,5.488127206,84.0,64.0,0,0,0,0,2,2,2,10,14,0,0
UBCV,2021,W,WRDS,150,B,681,Writing and Research in the Disciplines,Jonathan Otto;Samantha Belhumeur,28,75.5,12.45584795,84.0,17.0,1,0,0,0,2,0,6,6,13,0,0
UBCV,2021,W,WRDS,150,B,852,Writing and Research in the Disciplines,Meredith Beales;Samantha Belhumeur,24,75.208333333,11.941812428,85.0,28.0,1,0,0,1,1,2,6,3,7,3,0
