Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2023,S,NRSG,328,,001,Health of the Childbearing Family,Taylor Browne;Sarah Camacho;Jessica Lewis;Kara Malcolm;Carolyn Pilsner;Morgan Straza,45,82.89,97.0,59.0,2,0,0,0,0,0,3,5,19,9,7,83.0,87.0,80.0
UBCO,2023,S,NRSG,329,,001,Child Health,Taylor Browne;Sarah Camacho;Nicole de Bosch Kemper;Jessica Lewis;Maggie Weninger,56,87.71,95.0,80.0,0,0,0,0,0,0,0,0,8,34,14,88.0,89.25,85.75
UBCO,2023,W,NRSG,201,,001,Nursing Lab Practice II,Taylor Browne;Janelle Caldwell;Kelsey Caston;Lisa Marie Coate;Natalie Anne Crang;Leah Dawe;Colleen Dumanoir;Michelle Earl;Heather Heitman;Brenda Huber;Lisa Kiehlbauch;Beth Miller;Diana Monk;Bobbi-Jo Oliver;Danielle Christina Rusheleau;Charlene Strumpel;Michele Tobin;Amanda Tregilges,39,78.59,92.0,67.0,0,0,0,0,1,4,8,9,11,5,1,79.0,82.0,75.0
UBCO,2023,W,NRSG,202,,001,Nursing Lab Practice III,Taylor Browne;Janelle Caldwell;Natalie Anne Crang;Leah Dawe;Colleen Dumanoir;Michelle Earl;Stephanie Frey;Heather Heitman;Brenda Huber;Lisa Kiehlbauch;Jessica Lewis;Beth Miller;Nick Nates;Bobbi-Jo Oliver;Carolyn Pilsner;Heather Robinson;Charlene Strumpel;Michele Tobin;Amanda Tregilges;Meredith Turner,37,76.81,92.0,59.0,2,0,0,0,1,4,8,8,8,5,1,76.0,82.0,72.0
UBCO,2023,W,NRSG,210,,001,Pharmacology for Nursing I,Taylor Browne;Kelsey Caston;Lisa Marie Coate;Natalie Anne Crang;Linda Drew;Colleen Dumanoir;Michelle Earl;Heather Heitman;Norma Hilsmann;Brenda Huber;Lisa Kiehlbauch;Beth Miller;Diana Monk;Bobbi-Jo Oliver;Carolyn Pilsner;Danielle Christina Rusheleau;Charlene Strumpel;Amanda Tregilges,87,78.97,97.0,0.0,1,0,0,0,4,8,15,13,25,12,9,80.0,84.0,74.5
UBCO,2023,W,NRSG,220,,001,Pharmacology for Nursing II,Taylor Browne;Natalie Anne Crang;Linda Drew;Colleen Dumanoir;Michelle Earl;Stephanie Frey;Heather Heitman;Norma Hilsmann;Brenda Huber;Lisa Kiehlbauch;Beth Miller;Nick Nates;Bobbi-Jo Oliver;Carolyn Pilsner;Heather Robinson;Charlene Strumpel;Amanda Tregilges;Meredith Turner,87,78.33,97.0,57.0,3,0,0,1,5,7,14,15,22,11,9,79.0,83.0,73.0
UBCO,2023,W,NRSG,226,,001,Health & Healing II,Taylor Browne;Kelsey Caston;Lisa Marie Coate;Natalie Anne Crang;Leah Dawe;Linda Drew;Colleen Dumanoir;Michelle Earl;Heather Heitman;Brenda Huber;Lisa Kiehlbauch;Beth Miller;Diana Monk;Bobbi-Jo Oliver;Carolyn Pilsner;Danielle Christina Rusheleau;Charlene Strumpel;Amanda Tregilges,100,89.38,98.0,75.0,0,0,0,0,0,0,1,3,10,34,51,90.0,94.0,86.0
UBCO,2023,W,NRSG,227,,001,Health & Healing III,Taylor Browne;Natalie Anne Crang;Leah Dawe;Linda Drew;Colleen Dumanoir;Michelle Earl;Stephanie Frey;Heather Heitman;Brenda Huber;Lisa Kiehlbauch;Beth Miller;Nick Nates;Bobbi-Jo Oliver;Carolyn Pilsner;Heather Robinson;Charlene Strumpel;Amanda Tregilges;Meredith Turner,98,86.86,98.0,72.0,0,0,0,0,0,0,3,7,18,39,31,87.5,91.0,83.0
UBCO,2023,W,NRSG,302,,002,Nursing Lab Practice V,Jamie Allison;April Ambler;Ashley Raeann Boutilier;Taylor Browne;Janelle Caldwell;Alana Creelman;Leah Dawe;Michelle Earl;Kristy Folk;Rachel Greiner;Danielle Heisler;Jessica Lewis;Laura Mercer;Danielle Christina Rusheleau;Vanessa Tilson;Amanda Tregilges;Meredith Turner;Shelby Tamara Wiersma;Ryan Wilson,63,88.14,95.0,78.0,0,0,0,0,0,0,0,1,9,29,24,88.0,91.0,86.0
UBCO,2023,W,NRSG,302,,003,Nursing Lab Practice V,Jamie Allison;April Ambler;Ashley Raeann Boutilier;Taylor Browne;Janelle Caldwell;Alana Creelman;Leah Dawe;Michelle Earl;Kristy Folk;Rachel Greiner;Danielle Heisler;Jessica Lewis;Laura Mercer;Danielle Christina Rusheleau;Vanessa Tilson;Amanda Tregilges;Meredith Turner;Shelby Tamara Wiersma;Ryan Wilson,46,85.02,95.0,73.0,0,0,0,0,0,0,2,3,12,22,7,86.0,88.0,82.0
UBCO,2023,W,NRSG,328,,001,Health of the Childbearing Family,Taylor Browne;Sarah Camacho;Nicole de Bosch Kemper;Jessica Lewis;Kara Malcolm;Lindsay Newson;Carolyn Pilsner;Cathrine Robinson;Morgan Straza,53,86.0,94.0,77.0,0,0,0,0,0,0,0,8,11,17,17,86.0,90.0,83.0
