Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2015,W,BIOL,210,,201,Vascular Plants,Erin Manton;Evan Whitney Hersh;James Fenneman;Marybel Soto Gomez;Sean Graham;Shona Margaret Ellis,116,71.137931034,11.234184285,94.0,40.0,,9,7,9,15,13,16,12,18,11,,,,
UBCV,2016,S,BIOL,324,,951,Introduction to Seed Plant Taxonomy,Christopher Lee;Evan Whitney Hersh;Shona Margaret Ellis,15,81.2,8.76030006,96.0,65.0,0,0,0,0,1,1,3,1,3,4,2,,,
UBCV,2016,W,BIOL,210,,201,Vascular Plants,Christopher Lee;Evan Whitney Hersh;James Fenneman;Sean Graham;Shona Margaret Ellis;Wesley Gerelle;Wesley Kirk Gerelle,80,65.8875,15.28463591,91.0,0.0,5,9,9,7,5,14,7,10,10,2,2,,,
UBCV,2016,W,BIOL,324,,101,Introduction to Seed Plant Taxonomy,Evan Whitney Hersh;James Fenneman;Quentin Charles Cronk,35,78.62857143,10.12883396,95.0,50.0,0,1,1,1,1,3,5,4,8,7,4,,,
UBCV,2017,W,BIOL,210,,201,Vascular Plants,Christopher Lee;Evan Whitney Hersh;James Fenneman;Sean Graham;Shona Margaret Ellis;Wesley Gerelle;Wesley Kirk Gerelle,97,65.680412371,14.38716615,90.0,24.0,11,7,10,10,14,10,7,10,11,5,2,,,
UBCV,2017,W,BIOL,324,,101,Introduction to Seed Plant Taxonomy,Evan Whitney Hersh;James Fenneman;Quentin Charles Cronk,40,80.125,9.176859135,98.0,61.0,0,0,0,3,2,3,4,3,10,10,5,,,
UBCV,2018,W,BIOL,210,,201,Vascular Plants,Evan Whitney Hersh;James Fenneman;Wesley Gerelle;Wesley Kirk Gerelle;William Iles,70,69.957142857,12.227832015,91.0,29.0,3,4,4,10,2,19,8,3,5,10,2,,,
UBCV,2018,W,BIOL,230,,201,Fundamentals of Ecology,Charlotte Nelson;Evan Whitney Hersh;Gauthier Monnet;Megan Szojka;Nanbing Zhang;Rachel Germain;Rachel Nora Wilson;Rachel Wilson;Seetharaman Keerthikrutha,170,75.276470588,10.877479553,92.0,28.0,2,6,10,9,5,17,19,34,35,28,5,,,
UBCV,2018,W,BIOL,324,,101,Introduction to Seed Plant Taxonomy,Evan Whitney Hersh;James Fenneman;Quentin Charles Cronk;William Iles,38,74.368421053,10.164647407,96.0,50.0,0,1,1,3,7,1,7,9,3,2,4,,,
UBCV,2019,W,BIOL,210,,201,Vascular Plants,Evan Whitney Hersh;Haley Anne Branch;Haley Branch;Shona Margaret Ellis;Wesley Gerelle;Wesley Kirk Gerelle;William Iles,96,74.114583333,13.271155736,93.0,0.0,2,5,4,3,5,10,17,11,20,10,9,,,
UBCV,2019,W,BIOL,324,,101,Introduction to Seed Plant Taxonomy,Evan Whitney Hersh;Mikko Paajanen;Mikko Pasi Tapani Paajanen;Quentin Charles Cronk;Shona Margaret Ellis,37,82.135135135,9.126159476,96.0,58.0,0,0,2,0,0,1,4,7,7,7,9,,,
UBCV,2020,W,BIOL,324,,101,Introduction to Seed Plant Taxonomy,Evan Whitney Hersh;Mannfred Boehm;Mikko Paajanen;Quentin Charles Cronk;Shona Margaret Ellis,34,85.941176471,7.356469742,98.0,60.0,0,0,0,1,0,0,1,4,5,12,11,,,
UBCV,2021,W,BIOL,210,,201,Vascular Plants,Alberto Bruno Izai Kikuchi;Emily Trudeau;Evan Whitney Hersh;Philippa Stone;Shona Margaret Ellis;Wesley Gerelle,87,72.413793103,15.526834778,97.0,3.0,6,3,1,8,8,5,14,9,15,11,7,,,
UBCV,2021,W,BIOL,321,,201,Morphology and Evolution of Bryophytes,Evan Whitney Hersh;Mikko Paajanen;Shona Margaret Ellis,20,76.2,11.678139722,95.0,55.0,0,0,1,2,2,1,5,0,3,3,3,,,
UBCV,2021,W,BIOL,210,,201,Vascular Plants,Shona Margaret Ellis;Evan Whitney Hersh,85,74.1,,97.0,37.0,,,,9,8,,14,9,15,11,7,75.0,83.0,67.0
UBCV,2021,W,BIOL,321,,201,Morphology and Evolution of Bryophytes,Shona Margaret Ellis;Evan Whitney Hersh,20,76.2,,95.0,55.0,,,,,,,,,,,,74.5,86.3,67.5
