Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCO,2021,W,MANF,270,,201,Production Systems Management I,Abbas Hosseini;Hassan Iqbal;Mahsa Mohammadi,15,72.733333333,19.181340139,98.0,30.0,2,1,0,0,1,3,1,0,3,1,3,,,
UBCV,2015,W,MECH,260,,101,Introduction to Mechanics of Materials,Abbas Hosseini;Hoda Talebian;Jon Mikkelsen;Min Xia;Teng Li,111,68.216216216,12.066034526,94.0,27.0,8,2,12,12,14,14,22,7,10,6,4,,,
UBCV,2015,W,MECH,305,,201,Data Analysis and Mechanical Engineering Laboratories,Abbas Hosseini;Amir Farzad Forughi;Amirhossein Salimian;Ehsan Zaman;James Alec Morrison Cronkite;Jay Leong;Jon Mikkelsen;Masoud Hejazi;Mohammad Shanb Ghazani;Parisa Sarmadi;Ramin Dastanpour;Reza Zangeneh,96,80.197916667,7.833289007,95.0,48.0,,,,,,8,8,17,22,24,11,,,
UBCV,2015,W,MECH,463,,101,Mechanical Vibrations,Abbas Hosseini;Ehsan Moosavi Mehr;Farzad Hemmati;Kambiz Haji Hajikolaei;Mohammad Barimani;Reza Zangeneh;Sayed Mohammad Hashem Jayhooni,135,74.155555556,14.780920874,99.0,3.0,6,5,9,11,4,12,14,21,20,19,14,,,
UBCV,2016,W,MECH,260,,101,Introduction to Mechanics of Materials,Abbas Hosseini;Farrokh Sassani;Masoud Hejazi,120,68.99166667,15.51171736,100.0,0.0,6,6,7,17,13,17,13,13,16,6,6,,,
UBCV,2016,W,MECH,305,,201,Data Analysis and Mechanical Engineering Laboratories,. Manav;Abbas Hosseini;Alireza Sarraf Shirazi;Amir Farzad Forughi;Amirhossein Salimian;Cristopher Jesus Cortes Sanchez;Hatef Rahmani;Jon Mikkelsen;Justin Roberts;Masoud Hejazi;Mohammad Shanb Ghazani;Parisa Sarmadi;Reza Zangeneh,99,80.44444444,8.002833965,93.0,48.0,2,0,2,0,0,4,11,15,32,28,5,,,
UBCV,2016,W,MECH,306,,201,Data Analysis and Mechatronics Laboratories,. Manav;Abbas Hosseini;Alireza Sarraf Shirazi;Amir Farzad Forughi;Amirhossein Salimian;Cristopher Jesus Cortes Sanchez;Hatef Rahmani;Jon Mikkelsen;Justin Roberts;Masoud Hejazi;Mohammad Shanb Ghazani;Parisa Sarmadi;Reza Zangeneh,31,84.83870968,5.459528516,92.0,70.0,0,0,0,0,0,1,1,2,7,13,7,,,
UBCV,2016,W,MECH,463,,101,Mechanical Vibrations,Abbas Hosseini;Karry Ocean;Maryam Mohtajeb;Masoud Hejazi;Mohammadreza Mallakzadeh;Reza Zangeneh,104,73.60576923,11.01227759,98.0,41.0,4,1,3,8,8,21,15,15,11,12,6,,,
UBCV,2016,W,MECH,495,,201,Industrial Engineering,Abbas Hosseini;Farrokh Sassani,43,79.46511628,13.72232945,100.0,53.0,0,1,3,3,3,5,2,0,7,6,13,,,
UBCV,2017,W,MECH,325,,101,Mechanical Design I,. Manav;Abbas Hosseini;Ali Etrati;Cristopher Jesus Cortes Sanchez;Ehsan Zaman;Hamideh Torabigoudarzi;Hatef Rahmani;Jon Mikkelsen;Karry Ocean;Mahsa Khalili;Masoud Haghi Kashani;Qiang Zou,116,76.344827586,8.113438609,93.0,44.0,3,0,1,2,3,13,26,26,26,12,4,,,
